,market_ids,firm_ids,prices,shares,satellite,wired,x,w
20,5,0,2.3697399426583745,0.23732512146938656,1.0,0.0,0.8205794722964377,0.08751297476666065
21,5,1,2.0500691078664723,0.0984660504920255,1.0,0.0,0.3126254748582792,0.8793348236982826
22,5,2,1.8509650712085461,0.09442513347286677,0.0,1.0,0.7519458576474624,0.7230202753945644
23,5,3,2.2691355396274293,0.3507905075546771,0.0,1.0,0.5673522449386201,0.8018056176960744
24,6,0,3.663168946327994,0.001301013040305032,1.0,0.0,0.2216522796342928,0.7690663338545309
25,6,1,2.8801859863053205,0.2799252398751532,1.0,0.0,0.13438714558027431,0.8173654600125836
26,6,2,3.2967833437568546,0.06833141139241364,0.0,1.0,0.24924475095234633,0.11098966587297632
27,6,3,2.4608540390064766,0.14618754265153397,0.0,1.0,0.6289905943939565,0.3382780848820647
28,7,0,2.3901600989719607,0.03002583304774809,1.0,0.0,0.9547749574008123,0.8141704495913136
29,7,1,3.4013718445275005,0.34213649812698055,1.0,0.0,0.7768752956418665,0.73427611200571
30,7,2,2.3640417167505876,0.253764162880851,0.0,1.0,0.9034608705232715,0.7667563579854878
31,7,3,5.136228998237334,0.00010689829349031001,0.0,1.0,0.19407845732723517,0.7596107191910934
32,8,0,2.4087097100629573,0.15829966466863632,1.0,0.0,0.9145893784418926,0.0669200347356651
33,8,1,1.814233959844615,0.06392850498403785,1.0,0.0,0.08468197901247165,0.8260735735832512
34,8,2,2.991715384675594,0.42557854195545763,0.0,1.0,0.9441868810604047,0.08591264894819517
35,8,3,2.192488468742247,0.24781449573536796,0.0,1.0,0.14121565405818193,0.8224053397443803
36,9,0,2.471873490003779,0.08893833516652394,1.0,0.0,0.36152989581654305,0.3170882864162625
37,9,1,2.690828699860925,0.43564815274759605,1.0,0.0,0.3455554268573605,0.21212411369450213
38,9,2,1.504916077054069,0.1740814579972988,0.0,1.0,0.3298570205612522,0.19590593045527194
39,9,3,2.115021925394343,0.05611456351091296,0.0,1.0,0.7366154636363081,0.0772263544147439
40,10,0,1.6628009191481161,0.15969787433658295,1.0,0.0,0.8394719841694713,0.4982630073145673
41,10,1,2.9024438465856766,0.48202801304346976,1.0,0.0,0.57047337922255,0.784602430522683
42,10,2,2.447294315552656,0.03905328682668111,0.0,1.0,0.5460750485695911,0.6504411755201984
43,10,3,3.829698555028992,0.035297788291428926,0.0,1.0,0.2613079464954976,0.9920434740415676
44,11,0,2.9287062239355373,0.007069877680781409,1.0,0.0,0.9033250756690082,0.7710267516662118
45,11,1,2.2853827970297247,0.23850835472984483,1.0,0.0,0.5647773395652105,0.7282893457056446
46,11,2,3.6024966430323793,0.06736426327460401,0.0,1.0,0.4113122512158963,0.41132117932623113
47,11,3,3.084072162673409,0.4030353921704277,0.0,1.0,0.5594992742665101,0.12080915563068362
48,12,0,2.087646506938114,0.12819026656460866,1.0,0.0,0.10446669744979842,0.3797583065495185
49,12,1,3.1063744823826016,0.5964063628027634,1.0,0.0,0.11143429543971739,0.8596499627062903
50,12,2,2.7109593495493365,0.10246629842515043,0.0,1.0,0.9272852916117267,0.3358467023138043
51,12,3,3.7686123424773634,0.0009468001688771859,0.0,1.0,0.21855573863444933,0.12251640228727967
52,13,0,4.154348928516915,0.0004853995132144757,1.0,0.0,0.27028114518762203,0.5313550078372126
53,13,1,3.3997264331514754,0.5054574410054431,1.0,0.0,0.5572422378193798,0.6074475579025003
54,13,2,2.7745974018916506,0.20802350109088177,0.0,1.0,0.4868619690962419,0.11831354947073924
55,13,3,2.2495424826401034,0.12651591636050874,0.0,1.0,0.5557328345185013,0.7663105859832143
56,14,0,3.2559946460637943,0.623534358059247,1.0,0.0,0.36542913503996866,0.5079029043805741
57,14,1,2.9049696770513025,0.0699061936711784,1.0,0.0,0.40521526583151846,0.5871376712685767
58,14,2,2.361211910840781,0.1472254116033993,0.0,1.0,0.168798873482096,0.03840272112106369
59,14,3,2.465124686248353,0.03383196924132913,0.0,1.0,0.4970171181447759,0.21579014842248723
60,15,0,3.355640373598864,0.15221277590270427,1.0,0.0,0.422956118263508,0.4404688517663523
61,15,1,2.380827980127132,0.5448379994006987,1.0,0.0,0.9400837459389365,0.10408862858587398
62,15,2,3.222443401824557,0.02708894139636881,0.0,1.0,0.1297872310020428,0.7298786779563365
63,15,3,2.4202526345406907,0.004475282571363766,0.0,1.0,0.6157404304327131,0.21677808741872695
64,16,0,2.6523752355438965,0.3261592224047083,1.0,0.0,0.9665260483367275,0.3612797777577671
65,16,1,2.3997338495301386,0.007772368179429487,1.0,0.0,0.09796177402526407,0.03339441187377146
66,16,2,1.6778630436405209,0.19387674188581844,0.0,1.0,0.7211185289200491,0.2531015323052722
67,16,3,1.7105502390589729,0.26838809251539275,0.0,1.0,0.865516035762507,0.8490541600987215
68,17,0,2.1774332426313996,0.09051448577952637,1.0,0.0,0.33223298159832404,0.5335168440091274
69,17,1,3.6775751138054242,0.5979760009215789,1.0,0.0,0.5693634277517539,0.7321300728357139
70,17,2,3.1292144983577703,0.09041733082649077,0.0,1.0,0.08963013452683499,0.20758765357731224
71,17,3,2.6080871122572957,0.03730953248843724,0.0,1.0,0.3370566484372812,0.19617801879767494
72,18,0,2.337423668697071,0.0756558618132655,1.0,0.0,0.24883144851050565,0.5838266839648564
73,18,1,2.0859761877948113,0.03450841761676174,1.0,0.0,0.685368027887296,0.19200178945783364
74,18,2,2.699811163138186,0.07525328968622341,0.0,1.0,0.055687777108057834,0.19772297659509497
75,18,3,2.929878192897406,0.6939457499963104,0.0,1.0,0.4832289968692376,0.09922083474821775
76,19,0,1.7839239868723888,0.35176061348574483,1.0,0.0,0.5538458407345603,0.759558891807464
77,19,1,5.918957636359409,0.0002611454731827577,1.0,0.0,0.9312546296616131,0.088180677737423
78,19,2,2.384359672925841,0.39636615178820445,0.0,1.0,0.9211221898986898,0.8889768774649768
79,19,3,2.9243954494400044,0.10146937167443101,0.0,1.0,0.006593067302652633,0.8705535407397618
80,20,0,2.4245703007979555,0.009253906558170006,1.0,0.0,0.5810310349524278,0.16126186369678863
81,20,1,2.5610109193503345,0.10264168696586772,1.0,0.0,0.3997882115110888,0.9673941403563582
82,20,2,2.178708473556051,0.2933088603697095,0.0,1.0,0.5362561239941516,0.34092777019589837
83,20,3,2.5817776764535405,0.44907364327222743,0.0,1.0,0.6496000624812095,0.8889968633428169
84,21,0,2.1798166426265384,0.21861294796799266,1.0,0.0,0.27437673346499014,0.07227453339988943
85,21,1,1.7076928161088452,0.024843130163258044,1.0,0.0,0.7611507496384398,0.14377107202164963
86,21,2,3.9343550666362486,0.6345340336872767,0.0,1.0,0.9205195086520304,0.4413958707066089
87,21,3,3.0427524760942113,0.017334436760326265,0.0,1.0,0.8887860765626086,0.04767202665257009
88,22,0,1.6426473062528009,0.09059397804869845,1.0,0.0,0.755342840131744,0.2695136551154488
89,22,1,2.4896377974122754,0.10386365447185865,1.0,0.0,0.5244565841376937,0.5988365155628974
90,22,2,2.8887695425149187,0.034778131726873523,0.0,1.0,0.48519253015400154,0.13162891996552806
91,22,3,1.9800081193476717,0.3073875841137779,0.0,1.0,0.744998636858183,0.12446804237521802
92,23,0,2.366537530125027,0.5190680684825462,1.0,0.0,0.7727301159951613,0.4011865799120755
93,23,1,3.146331801005684,0.1913597471539561,1.0,0.0,0.012119398988346464,0.10312033743059446
94,23,2,4.7742733531626245,0.0025953163298324013,0.0,1.0,0.03782784522452176,0.6528411296965876
95,23,3,5.86179482792646,0.00036860917372396793,0.0,1.0,0.47756009682187195,0.7904256105147234
96,24,0,3.7637402619038336,0.056342926655610415,1.0,0.0,0.8663563994746342,0.473839177725075
97,24,1,2.4802282063976135,0.15698077515256714,1.0,0.0,0.2150063548973551,0.06530432758790317
98,24,2,3.161900845919889,0.2000171336834077,0.0,1.0,0.1435767642427045,0.612307191562572
99,24,3,1.7139855045568533,0.33855083164832595,0.0,1.0,0.933162251530168,0.23983447392208612
100,25,0,2.663678880455193,0.5561595772142871,1.0,0.0,0.8911123404844952,0.3800347837906247
101,25,1,1.9424161786452252,0.1209296145781577,1.0,0.0,0.2686742754454652,0.1927795958451628
102,25,2,1.7999626037862597,0.2461435498837522,0.0,1.0,0.8402849903572105,0.6404768667600277
103,25,3,2.8587121037389234,0.01323278274925524,0.0,1.0,0.7570101357040042,0.8189259644234187
104,26,0,2.653881077886197,0.20470898093107615,1.0,0.0,0.9953910419916492,0.858543053591017
105,26,1,2.525766938493163,0.328282603391049,1.0,0.0,0.16337437035372215,0.7718086713544104
106,26,2,2.6346431435660707,0.3364605034506552,0.0,1.0,0.8973936225997661,0.546607485048415
107,26,3,2.3782953525811634,0.011805884108679252,0.0,1.0,0.056980353894929725,0.5558248399837245
108,27,0,2.9277630768092555,0.1462888037181963,1.0,0.0,0.6730646464822502,0.20300323146955268
109,27,1,2.857425993818023,0.39435361711596434,1.0,0.0,0.6691578048892857,0.015195031449017016
110,27,2,1.9972883072905347,0.28967002825882116,0.0,1.0,0.9156939494387595,0.5592499215230881
111,27,3,2.132107400087915,0.03654259868435571,0.0,1.0,0.22787552386699672,0.6976543134432122
112,28,0,3.027598958501911,0.1985185329544359,1.0,0.0,0.17163240471436858,0.39602251572091907
113,28,1,3.2342456405085414,0.3713704579318531,1.0,0.0,0.5135113983499342,0.6429243453773302
114,28,2,1.9833195415344993,0.061356840259551446,0.0,1.0,0.9525717420841997,0.32499521050370717
115,28,3,2.6766431988874717,0.02119888449402048,0.0,1.0,0.27886601948897216,0.35290968670937406
116,29,0,2.4443610527598345,0.009608744636027244,1.0,0.0,0.7966649546812798,0.3792679821869085
117,29,1,3.420552336038662,0.656549535510409,1.0,0.0,0.3199421524255449,0.8463664725425286
118,29,2,3.2958091922190023,0.034416946800176096,0.0,1.0,0.2551218314088258,0.2035513531328773
119,29,3,3.4502242523836513,0.008940877283811807,0.0,1.0,0.684105706792466,0.9678738448655878
120,30,0,3.3733704164796574,0.2954447229137971,1.0,0.0,0.771405994084436,0.26027519324993376
121,30,1,4.334389902367883,0.0020928924338219764,1.0,0.0,0.013063353996892513,0.4906756514024063
122,30,2,2.0854693445120063,0.03903461610648683,0.0,1.0,0.5836008578513894,0.256698768123264
123,30,3,2.970177827519742,0.3547061295954381,0.0,1.0,0.5309032198371455,0.4774310644079768
124,31,0,1.9502854473321323,0.2138267895712564,1.0,0.0,0.38900729908314624,0.3992664825092751
125,31,1,3.354934041486507,0.4606232428117451,1.0,0.0,0.7853177301712342,0.37477925326179906
126,31,2,2.4566240485451925,0.12696340206253848,0.0,1.0,0.3559207293419151,0.29951391853773013
127,31,3,2.859877645136064,0.0790164202394163,0.0,1.0,0.5440280939173455,0.02197287162501571
128,32,0,2.7826500667156613,0.5408601027198632,1.0,0.0,0.42785822469995227,0.8075780196418098
129,32,1,2.385291265610098,0.16940994592148417,1.0,0.0,0.448051699993111,0.4510007521424041
130,32,2,2.073850109548334,0.13703054644953594,0.0,1.0,0.4856175519071695,0.25976065253667413
131,32,3,3.329805660073667,0.005703748793727729,0.0,1.0,0.1561810423172998,0.18823437206125515
132,33,0,2.418075345456611,0.3949294700677298,1.0,0.0,0.8034588842709341,0.15790810282358148
133,33,1,2.0619969642206035,0.3917714138565467,1.0,0.0,0.29059240359446825,0.9490273364031785
134,33,2,4.536608076772288,0.002315362645817585,0.0,1.0,0.5162957991240096,0.5966948048343728
135,33,3,2.8345502354021472,0.08252488100842306,0.0,1.0,0.2730682794989251,0.26242257918568457
136,34,0,2.3026899577946285,0.027790973308075957,1.0,0.0,0.8592833511096467,0.26124983635149623
137,34,1,4.818415849029977,0.0015814428691893986,1.0,0.0,0.8316870320858769,0.9934743752385027
138,34,2,2.096179089991609,0.4648302595642744,0.0,1.0,0.9506197872132974,0.6446836988337571
139,34,3,2.2502859821622305,0.38616506199735845,0.0,1.0,0.3642641142413672,0.1632492837775098
140,35,0,2.23476139289997,0.16314620043102085,1.0,0.0,0.8869536378575852,0.7968349610007254
141,35,1,2.593192681103755,0.02434955093673579,1.0,0.0,0.8588574471958086,0.436910031618852
142,35,2,3.507837869201664,0.12380195855741696,0.0,1.0,0.5738043084167854,0.6689053719891366
143,35,3,2.0656017764955705,0.5763113287248856,0.0,1.0,0.1475744457113074,0.5877796067519371
144,36,0,1.484743592388833,0.12159757708482902,1.0,0.0,0.704148537616852,0.1426557759990048
145,36,1,2.373498503847713,0.398113425759542,1.0,0.0,0.9447878590331333,0.12324878299429542
146,36,2,3.238875065808461,0.09802706367396313,0.0,1.0,0.8193050851696141,0.7553094048622084
147,36,3,2.9866801448869227,0.034205361287189956,0.0,1.0,0.07653106062938275,0.23965577984063535
148,37,0,2.2473235428216043,0.12097198166986281,1.0,0.0,0.02252346618416179,0.7127999482821974
149,37,1,1.2314683299757676,0.13486343298549586,1.0,0.0,0.46063591285436134,0.02305591324955847
150,37,2,2.155848680890628,0.10534040890611135,0.0,1.0,0.913008726393362,0.9758813752739505
151,37,3,3.0636320233612526,0.43896328633255605,0.0,1.0,0.722362794411825,0.5004902182781563
152,38,0,3.3468414626629963,0.001655129772096095,1.0,0.0,0.9993855831056796,0.42871188886375633
153,38,1,3.510872614617735,0.35475608011577986,1.0,0.0,0.6272986002686507,0.7949816670801622
154,38,2,2.275899592729577,0.3299750105845216,0.0,1.0,0.8822299821284111,0.4101563061437663
155,38,3,2.4228373652472643,0.037435769401946685,0.0,1.0,0.8120250390506379,0.6871593375031363
156,39,0,1.9411770483931943,0.24061024397497005,1.0,0.0,0.5386089104082208,0.024047355624996825
157,39,1,2.540698535692761,0.03857155128447208,1.0,0.0,0.09045054527579033,0.9176580538509552
158,39,2,2.175252402119805,0.06088001083491049,0.0,1.0,0.13083304160113018,0.5481561302857428
159,39,3,3.6177178261104626,0.27115777859567236,0.0,1.0,0.8154819134464868,0.728629431502792
160,40,0,3.466661107314928,0.12115741144291688,1.0,0.0,0.3693738904590089,0.941747978621612
161,40,1,2.125675796672963,0.18518809261646757,1.0,0.0,0.6026409672987921,0.42031088274226913
162,40,2,1.8880649163535297,0.037095716227944366,0.0,1.0,0.2917116275648155,0.1043123653430017
163,40,3,3.516173358952884,0.21760140835901512,0.0,1.0,0.891529234737914,0.033740132753912744
164,41,0,4.383818422026618,0.0007138759683905376,1.0,0.0,0.9159963703991738,0.4732135629424833
165,41,1,2.3121520538476252,0.5176558610042796,1.0,0.0,0.9557053406766964,0.5753001675739792
166,41,2,3.1521618572353103,0.07009615382274553,0.0,1.0,0.9286367549846263,0.35186904938754726
167,41,3,1.4543593474908627,0.2097314362661628,0.0,1.0,0.5640170241499562,0.4880064067813896
168,42,0,2.15119218679026,0.00710943337461353,1.0,0.0,0.6018798981389091,0.12675977957843576
169,42,1,1.4830796491445173,0.009152506657581296,1.0,0.0,0.9622476924575128,0.1618911762667975
170,42,2,1.787401900646814,0.211996399601262,0.0,1.0,0.3726345905112085,0.9035279820089782
171,42,3,2.4529044222323217,0.6826827055497013,0.0,1.0,0.6308369836662422,0.17703348928160068
172,43,0,1.833309892342026,0.5279863462366494,1.0,0.0,0.4397182820293921,0.5372738801846241
173,43,1,2.1464972656461887,0.15394486698893528,1.0,0.0,0.34472176891165196,0.3281744103211641
174,43,2,3.8802125370024823,0.010012955717602932,0.0,1.0,0.9294422598652852,0.9491280084181142
175,43,3,2.5853892626416592,0.1630668012554523,0.0,1.0,0.5696441659003644,0.09755396225968727
176,44,0,2.663574152308146,0.006521455048208591,1.0,0.0,0.4651061128997912,0.23021752938427664
177,44,1,1.541122178220925,0.18269076471580264,1.0,0.0,0.054128847101752364,0.2992275729189615
178,44,2,2.7701398219593507,0.08959622218766386,0.0,1.0,0.15548873237384886,0.36124117956752677
179,44,3,2.8226655730786474,0.47212090073968194,0.0,1.0,0.540743456764026,0.09645488846471018
180,45,0,2.3561042177854157,0.15161893875401197,1.0,0.0,0.9946183206154915,0.15467222941241743
181,45,1,3.017142359091589,0.016933903509493,1.0,0.0,0.4594364587546642,0.8655845617705591
182,45,2,2.8876797157572156,0.052772304409722595,0.0,1.0,0.625191603084883,0.48078990935112353
183,45,3,2.159062598658873,0.6267299394734596,0.0,1.0,0.8516924288024934,0.15993753525370424
184,46,0,3.2101606207298006,0.08677862565082375,1.0,0.0,0.9183971067658641,0.9171785401794323
185,46,1,4.3784338418605975,0.022179585934285186,1.0,0.0,0.36613007177022416,0.7235878482164931
186,46,2,2.371153493055429,0.005231179645798378,0.0,1.0,0.16359378907699051,0.2540109813663881
187,46,3,3.806044734815484,0.7130653698709479,0.0,1.0,0.9713029767655357,0.8765327511090858
188,47,0,3.306492925448424,0.00850638086883347,1.0,0.0,0.527489694772817,0.7379519578842314
189,47,1,3.901081597502921,0.0009517790837249413,1.0,0.0,0.8857792618098893,0.994686386661379
190,47,2,1.9877255510480587,0.3302826963720039,0.0,1.0,0.2985061790203092,0.07883994785396142
191,47,3,1.8123768307481778,0.14689940709490193,0.0,1.0,0.08866340669486428,0.6194906915901172
192,48,0,1.673770498998173,0.07063048215777351,1.0,0.0,0.8784021515976098,0.2602991635532592
193,48,1,2.7555459563070324,0.005471731516158774,1.0,0.0,0.4165633820261957,0.15257177961588897
194,48,2,2.600836146519122,0.5746204163044137,0.0,1.0,0.44057756965868533,0.289963673480917
195,48,3,3.1365954214462866,0.26295843690763,0.0,1.0,0.9835385428494223,0.7268117691539895
196,49,0,2.461040568380333,0.029305226885165892,1.0,0.0,0.4088426856465449,0.6287166810400713
197,49,1,2.08982685814019,0.005402198124256158,1.0,0.0,0.5736796010912686,0.31371608200871437
198,49,2,2.559346725946915,0.43473848953661776,0.0,1.0,0.7372911417342802,0.10464181627133029
199,49,3,2.773505604057665,0.45919398390967225,0.0,1.0,0.22519843652868698,0.12381700819534891
200,50,0,2.2603577044023733,0.3536801771308128,1.0,0.0,0.26969792082683575,0.6102089147279981
201,50,1,2.2453988886771836,0.26931502349856284,1.0,0.0,0.7388253869224438,0.47508158410793055
202,50,2,2.912840592081995,0.018952081003013804,0.0,1.0,0.8071447851126434,0.37087934807299605
203,50,3,1.773463051097057,0.028912498578877975,0.0,1.0,0.20059645931716885,0.09674867167396473
204,51,0,2.996725505387696,0.0019706964394220353,1.0,0.0,0.30873911332899706,0.4933524867371605
205,51,1,2.0463727718636355,0.4309596518895735,1.0,0.0,0.008721297411568796,0.2647099953173283
206,51,2,2.140333997064092,0.0951759778720421,0.0,1.0,0.38483271245229056,0.8736057531476809
207,51,3,2.443398432634983,0.16624350498945895,0.0,1.0,0.9011149256679428,0.6940014087168161
208,52,0,1.6760332525347228,0.1375529814657565,1.0,0.0,0.4013404660341733,0.4174329784023827
209,52,1,3.1635095404400166,0.004009431329610749,1.0,0.0,0.7590149199406028,0.919513676805884
210,52,2,2.5419462029097994,0.3992914370027145,0.0,1.0,0.0573870488084387,0.5590498446098893
211,52,3,3.15530735740679,0.3227457617531877,0.0,1.0,0.5878947474647244,0.8291444358581235
212,53,0,2.891265778175778,0.013030457478224275,1.0,0.0,0.9540439139926326,0.5933746314406121
213,53,1,2.6936668028883037,0.19911859799815101,1.0,0.0,0.9843840381689828,0.9432493814191916
214,53,2,3.9810680843237702,0.10385096385599522,0.0,1.0,0.5784038823085834,0.08882617899238232
215,53,3,2.976832180911824,0.4653151535328426,0.0,1.0,0.014318946114747932,0.7780010801677472
216,54,0,2.5237860849288287,0.1722522564893333,1.0,0.0,0.839895642974697,0.04145046552802145
217,54,1,2.6637064524585803,0.10244118964408103,1.0,0.0,0.7347151856124539,0.10728536600416716
218,54,2,2.642723385321377,0.0055144140295932086,0.0,1.0,0.024681182738760965,0.8081281753059233
219,54,3,2.8278774332775605,0.44269223666304813,0.0,1.0,0.7566618866667427,0.7261535381595218
220,55,0,2.7945906527708746,0.5478875266917101,1.0,0.0,0.7194983336044188,0.5947877434017691
221,55,1,3.204146357688253,0.010006511420177269,1.0,0.0,0.09659279424515754,0.9164366671746162
222,55,2,3.0652497369524014,0.007725780562813716,0.0,1.0,0.5363772461611648,0.39540393692369036
223,55,3,1.169485434434414,0.04278118444243348,0.0,1.0,0.5488759774796172,0.005456305627060232
224,56,0,1.4975182252087582,0.16152683048068964,1.0,0.0,0.8948549646097942,0.07165411743209404
225,56,1,2.7970001438120624,0.5664846046177259,1.0,0.0,0.4431222394345613,0.7240185645858442
226,56,2,2.1988938224978893,0.056419775712839564,0.0,1.0,0.5591575600160851,0.2593705120058386
227,56,3,3.7500376969448075,0.0006980143078382388,0.0,1.0,0.5509464412690468,0.5851581499932061
228,57,0,1.843528296013021,0.2816401475907285,1.0,0.0,0.5193759365789727,0.43962180793212
229,57,1,2.771944830026185,0.5066393511114334,1.0,0.0,0.8531584821014436,0.23213762917250524
230,57,2,1.8934814504804898,0.15492940790684157,0.0,1.0,0.9466293195722313,0.743469161534378
231,57,3,4.669896045597786,0.0026427054533819856,0.0,1.0,0.9149219886202221,0.030454030518287212
232,58,0,2.528808618529607,0.35952364563966976,1.0,0.0,0.19645164355294642,0.6866031670986317
233,58,1,2.518511846096998,0.4363835529997727,1.0,0.0,0.8679998499682924,0.7491664957772572
234,58,2,2.158942779508542,0.04522863608777079,0.0,1.0,0.31775482051048265,0.08351470976824393
235,58,3,2.381799458324906,0.0036242364247809733,0.0,1.0,0.012811502166593325,0.27950349258871854
236,59,0,1.7197733460585982,0.4128620471698399,1.0,0.0,0.5331242784872043,0.9239592194829513
237,59,1,3.2776876998773767,0.34656636230436166,1.0,0.0,0.09427316043540801,0.4635035821930229
238,59,2,1.6142505279197095,0.08948460340109674,0.0,1.0,0.49930823947911795,0.5832568780129573
239,59,3,1.8131840686546354,0.03648003385831722,0.0,1.0,0.7397754265308866,0.7738345533275386
240,60,0,2.44612164730293,0.2252472577201262,1.0,0.0,0.8457750811776573,0.8553119436501057
241,60,1,2.647394194502276,0.277547956512868,1.0,0.0,0.3228133707817784,0.102996305000013
242,60,2,1.9400365175607375,0.04725941980283825,0.0,1.0,0.8388038588814629,0.532711165921318
243,60,3,3.2006399383134587,0.08728717144033644,0.0,1.0,0.05713014855543663,0.20643749197846328
244,61,0,3.0280205417334565,0.005252170883093528,1.0,0.0,0.6156214350579001,0.6937704137861035
245,61,1,3.524192934606027,0.4006942506888471,1.0,0.0,0.3495697438086828,0.9442417523018444
246,61,2,2.424566748815583,0.44922466669867617,0.0,1.0,0.5487520436023204,0.04684355398883233
247,61,3,2.728668521667341,0.011920085478519731,0.0,1.0,0.1919477923466394,0.6456876799033917
248,62,0,2.058104122358594,0.259897792722581,1.0,0.0,0.2312351780427805,0.641712385653931
249,62,1,2.3263107702708483,0.24614734152354928,1.0,0.0,0.8363857220476655,0.4147089195055724
250,62,2,1.7201159169696312,0.3371161632612278,0.0,1.0,0.7975938339584238,0.6271447039137846
251,62,3,2.5764555312686834,0.011142470205945668,0.0,1.0,0.8543268876387855,0.3898722734959452
252,63,0,3.8674502614733313,0.028651012684034347,1.0,0.0,0.4783879695010156,0.9869979978146415
253,63,1,1.4640525862376101,0.21927653666930336,1.0,0.0,0.6621315692827099,0.4798715521412812
254,63,2,3.6654047716552993,0.07902998704633366,0.0,1.0,0.45819162539541913,0.8248991941392447
255,63,3,2.7582345013752425,0.28059673897645687,0.0,1.0,0.24912415770850183,0.9297069438816482
256,64,0,3.03052112834609,0.0832950552588147,1.0,0.0,0.006197712056338234,0.7412051526352631
257,64,1,2.3666107855320204,0.11657277946112046,1.0,0.0,0.9198067557487549,0.6750778429552212
258,64,2,2.2161438944815552,0.2946461723998526,0.0,1.0,0.6971034877280111,0.70387299010824
259,64,3,4.0599205023082465,0.08052345925921478,0.0,1.0,0.7818317981891173,0.12927516685013274
260,65,0,2.8179711154245655,0.523713448982525,1.0,0.0,0.07411354680650362,0.27218717020294014
261,65,1,2.402167370885179,0.014546825182833581,1.0,0.0,0.8829104333055784,0.4574559244832266
262,65,2,3.6768634028927423,0.06831155057786498,0.0,1.0,0.1467345994999375,0.42389893639206355
263,65,3,2.2391049511466057,0.12237499248508102,0.0,1.0,0.843041085981985,0.162751737342421
264,66,0,2.2090411446658695,0.4291285040722287,1.0,0.0,0.7647202609854801,0.32282351168966583
265,66,1,2.862910212619837,0.025738483160302285,1.0,0.0,0.7388182095477163,0.7148912345476057
266,66,2,1.9937621107596843,0.28491771744016653,0.0,1.0,0.6871976810868561,0.0539997543136268
267,66,3,2.3518321241281717,0.015045630887512106,0.0,1.0,0.20250171072277567,0.6330060154503776
268,67,0,2.3955200499490106,0.06605175166727392,1.0,0.0,0.6577909480028716,0.3655394575511094
269,67,1,3.057453542287255,0.04775706892156287,1.0,0.0,0.10859034043628535,0.9354498840017847
270,67,2,2.772130926859982,0.6589019572143067,0.0,1.0,0.8596174545193339,0.2897981619846408
271,67,3,2.033615098155917,0.003530463832830756,0.0,1.0,0.20037072067654926,0.9689438909698977
272,68,0,2.5767622565669632,0.06302260859260257,1.0,0.0,0.4396053311616619,0.8527291857024574
273,68,1,2.542535933427772,0.4431901234841281,1.0,0.0,0.9060444984126459,0.21080649758640124
274,68,2,2.556348751055922,0.23612748779300613,0.0,1.0,0.7954273315753894,0.8970722539303139
275,68,3,2.594159391571988,0.050118004107500475,0.0,1.0,0.03812224927679875,0.3106753892352584
276,69,0,2.208840994221849,0.08421311636325031,1.0,0.0,0.4885061669686367,0.442311900261505
277,69,1,1.7325822539442426,0.019456251912507484,1.0,0.0,0.5251461378133656,0.4338643836110423
278,69,2,3.278291803799842,0.7005308539405758,0.0,1.0,0.8352832028476205,0.16321501073538602
279,69,3,2.3065815241577745,0.0026936472901887432,0.0,1.0,0.5969652125310883,0.5108801923753742
280,70,0,1.9237146556547216,0.009026534370831818,1.0,0.0,0.06592445369532185,0.05208583422923563
281,70,1,3.1206474855253323,0.46216984029952357,1.0,0.0,0.41973084433013197,0.969200146158423
